"Status","Year","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Outer London - South","10","10","[c]","[c]"
"In post","2021","16-19","Outer London - West and North West","15","10","22290","22100"
"In post","2021","16-19","Shropshire and Staffordshire","15","15","21430","21590"
"In post","2021","16-19","South Yorkshire","25","25","21410","21010"
"In post","2021","16-19","Southern Scotland","20","20","19000","18470"
"In post","2021","16-19","Surrey, East and West Sussex","15","15","24160","24370"
"In post","2021","16-19","Tees Valley and Durham","15","15","21600","21010"
"In post","2021","16-19","Unknown","40","40","19120","15940"
"In post","2021","16-19","West Central Scotland","50","45","20610","20140"
"In post","2021","16-19","West Midlands","35","30","21210","20140"
"In post","2021","16-19","West Wales and The Valleys","65","55","20480","21010"
"In post","2021","16-19","West Yorkshire","65","65","20970","20140"
"In post","2021","20-29","Bedfordshire and Hertfordshire","695","685","28360","27850"
"In post","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","1480","1470","27560","27570"
"In post","2021","20-29","Cheshire","630","630","26980","27570"
"In post","2021","20-29","Cornwall and Isles of Scilly","120","115","23510","21010"
"In post","2021","20-29","Cumbria","220","220","23770","21050"
"In post","2021","20-29","Derbyshire and Nottinghamshire","1860","1825","25940","25560"
"In post","2021","20-29","Devon","1035","1015","25870","24890"
"In post","2021","20-29","Dorset and Somerset","550","540","25300","24920"
"In post","2021","20-29","East Anglia","1505","1470","25670","25480"
"In post","2021","20-29","East Wales","3470","3420","26450","25300"
"In post","2021","20-29","East Yorkshire and Northern Lincolnshire","640","630","24100","24000"
"In post","2021","20-29","Eastern Scotland","2960","2910","26860","25870"
"In post","2021","20-29","Essex","670","660","26630","25560"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","5345","5270","27730","27540"
"In post","2021","20-29","Greater Manchester","3275","3230","26820","25560"
"In post","2021","20-29","Hampshire and Isle of Wight","1925","1890","27460","26970"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","540","530","23670","22920"
"In post","2021","20-29","Highlands and Islands","190","190","24720","23130"
"In post","2021","20-29","Inner London - East","3040","3005","33420","31060"
"In post","2021","20-29","Inner London - West","16485","16420","37380","34260"
"In post","2021","20-29","Kent","1210","1200","26790","26420"
"In post","2021","20-29","Lancashire","1560","1520","24090","22850"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","870","850","23930","22920"
"In post","2021","20-29","Lincolnshire","280","280","25570","26300"
"In post","2021","20-29","Merseyside","2660","2580","24690","24880"
"In post","2021","20-29","North Eastern Scotland","230","225","27170","26570"
"In post","2021","20-29","North Yorkshire","530","525","26120","25790"
"In post","2021","20-29","Northern Ireland","425","405","23340","20310"
"In post","2021","20-29","Northumberland and Tyne and Wear","2690","2630","25300","25270"
"In post","2021","20-29","Outer London - East and North East","680","675","29280","31060"
"In post","2021","20-29","Outer London - South","1400","1390","32130","29570"
"In post","2021","20-29","Outer London - West and North West","1395","1375","29670","29250"
"In post","2021","20-29","Overseas","310","310","37350","34220"
"In post","2021","20-29","Shropshire and Staffordshire","1115","1095","24980","24910"
"In post","2021","20-29","South Yorkshire","1410","1385","26840","25000"
"In post","2021","20-29","Southern Scotland","710","695","25620","24110"
"In post","2021","20-29","Surrey, East and West Sussex","1110","1095","26960","27570"
"In post","2021","20-29","Tees Valley and Durham","1240","1205","24150","22850"
"In post","2021","20-29","Unknown","890","890","29890","29250"
"In post","2021","20-29","West Central Scotland","2430","2370","25660","24610"
"In post","2021","20-29","West Midlands","2635","2585","25930","25000"
"In post","2021","20-29","West Wales and The Valleys","1780","1710","23780","21590"
"In post","2021","20-29","West Yorkshire","3215","3170","26350","25560"
"In post","2021","30-39","Bedfordshire and Hertfordshire","905","860","32570","30160"
"In post","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","1840","1765","32500","30450"
"In post","2021","30-39","Cheshire","845","810","31230","30040"
"In post","2021","30-39","Cornwall and Isles of Scilly","245","220","25820","25100"
"In post","2021","30-39","Cumbria","360","325","27470","25100"
"In post","2021","30-39","Derbyshire and Nottinghamshire","2470","2315","29940","27570"
"In post","2021","30-39","Devon","1805","1675","31030","27570"
"In post","2021","30-39","Dorset and Somerset","855","810","29070","27570"
"In post","2021","30-39","East Anglia","2300","2150","29620","27570"
"In post","2021","30-39","East Wales","4975","4725","31940","28850"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","820","755","27300","26530"
"In post","2021","30-39","Eastern Scotland","4485","4280","34000","30930"
"In post","2021","30-39","Essex","860","800","29750","29290"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","6600","6270","35650","33300"
"In post","2021","30-39","Greater Manchester","4390","4210","31050","27570"
"In post","2021","30-39","Hampshire and Isle of Wight","2650","2500","32970","30790"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","720","675","27060","25790"
"In post","2021","30-39","Highlands and Islands","325","310","28720","27570"
"In post","2021","30-39","Inner London - East","4035","3875","43060","38650"
"In post","2021","30-39","Inner London - West","15850","15445","49440","51970"
"In post","2021","30-39","Kent","1650","1565","29020","29290"
"In post","2021","30-39","Lancashire","2295","2130","26740","26670"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","1325","1215","27110","26220"
"In post","2021","30-39","Lincolnshire","450","430","27710","26670"
"In post","2021","30-39","Merseyside","4175","3905","28280","25560"
"In post","2021","30-39","North Eastern Scotland","425","400","33380","30650"
"In post","2021","30-39","North Yorkshire","785","740","32800","30350"
"In post","2021","30-39","Northern Ireland","830","790","28130","25560"
"In post","2021","30-39","Northumberland and Tyne and Wear","4420","4110","28530","25560"
"In post","2021","30-39","Outer London - East and North East","725","695","31110","31060"
"In post","2021","30-39","Outer London - South","1950","1865","37970","35070"
"In post","2021","30-39","Outer London - West and North West","1760","1695","32760","31060"
"In post","2021","30-39","Overseas","1065","1060","47130","50940"
"In post","2021","30-39","Shropshire and Staffordshire","1500","1420","29040","27380"
"In post","2021","30-39","South Yorkshire","2235","2070","31210","27570"
"In post","2021","30-39","Southern Scotland","1260","1185","30050","27150"
"In post","2021","30-39","Surrey, East and West Sussex","1400","1300","30020","27960"
"In post","2021","30-39","Tees Valley and Durham","1790","1665","27150","25560"
"In post","2021","30-39","Unknown","780","765","36640","32700"
"In post","2021","30-39","West Central Scotland","3840","3655","30750","27570"
"In post","2021","30-39","West Midlands","4095","3840","29940","27570"
"In post","2021","30-39","West Wales and The Valleys","3685","3365","27080","25390"
"In post","2021","30-39","West Yorkshire","3650","3420","30910","27570"
"In post","2021","40-49","Bedfordshire and Hertfordshire","1015","955","34510","30210"
"In post","2021","40-49","Berkshire, Buckinghamshire and Oxfordshire","2080","1980","34940","31810"
"In post","2021","40-49","Cheshire","880","840","33480","31650"
"In post","2021","40-49","Cornwall and Isles of Scilly","370","335","27920","27570"
"In post","2021","40-49","Cumbria","635","570","28570","25790"
"In post","2021","40-49","Derbyshire and Nottinghamshire","2920","2710","32760","28430"
"In post","2021","40-49","Devon","2225","2050","33680","30450"
"In post","2021","40-49","Dorset and Somerset","1140","1065","31230","27570"
"In post","2021","40-49","East Anglia","2950","2740","31490","27570"
"In post","2021","40-49","East Wales","4695","4415","36210","31710"
"In post","2021","40-49","East Yorkshire and Northern Lincolnshire","990","915","28620","27570"
"In post","2021","40-49","Eastern Scotland","4705","4430","37440","31990"
"In post","2021","40-49","Essex","1320","1220","31370","29290"
"In post","2021","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","6630","6285","39870","37390"
"In post","2021","40-49","Greater Manchester","4555","4300","32990","27570"
"In post","2021","40-49","Hampshire and Isle of Wight","3220","3005","34840","31810"
"In post","2021","40-49","Herefordshire, Worcestershire and Warwickshire","910","855","30100","27570"
"In post","2021","40-49","Highlands and Islands","455","425","30220","27570"
"In post","2021","40-49","Inner London - East","4000","3770","45980","40450"
"In post","2021","40-49","Inner London - West","12950","12370","53850","53760"
"In post","2021","40-49","Kent","2015","1895","30430","29290"
"In post","2021","40-49","Lancashire","3815","3490","29200","27570"
"In post","2021","40-49","Leicestershire, Rutland and Northamptonshire","1485","1345","28930","27380"
"In post","2021","40-49","Lincolnshire","575","545","28950","27380"
"In post","2021","40-49","Merseyside","4670","4315","30190","27370"
"In post","2021","40-49","North Eastern Scotland","445","425","40490","33650"
"In post","2021","40-49","North Yorkshire","1150","1100","36510","32370"
"In post","2021","40-49","Northern Ireland","990","935","28070","25560"
"In post","2021","40-49","Northumberland and Tyne and Wear","5340","4885","30050","27370"
"In post","2021","40-49","Outer London - East and North East","760","715","30960","31060"
"In post","2021","40-49","Outer London - South","2540","2405","40180","35310"
"In post","2021","40-49","Outer London - West and North West","2055","1920","34970","31060"
"In post","2021","40-49","Overseas","1175","1170","52150","54030"
"In post","2021","40-49","Shropshire and Staffordshire","1820","1710","31590","27570"
"In post","2021","40-49","South Yorkshire","2425","2210","34050","29730"
"In post","2021","40-49","Southern Scotland","1300","1200","31520","27570"
"In post","2021","40-49","Surrey, East and West Sussex","1890","1735","32390","28350"
"In post","2021","40-49","Tees Valley and Durham","2140","1975","29070","27190"
"In post","2021","40-49","Unknown","725","710","37770","33130"
"In post","2021","40-49","West Central Scotland","3840","3615","32950","27570"
"In post","2021","40-49","West Midlands","4470","4115","33210","27570"
"In post","2021","40-49","West Wales and The Valleys","3960","3670","30460","27130"
"In post","2021","40-49","West Yorkshire","4065","3760","33730","30120"
"In post","2021","50-59","Bedfordshire and Hertfordshire","1365","1280","33680","29920"
"In post","2021","50-59","Berkshire, Buckinghamshire and Oxfordshire","2945","2820","34710","31880"
"In post","2021","50-59","Cheshire","1195","1120","32630","28860"
"In post","2021","50-59","Cornwall and Isles of Scilly","645","605","26910","26670"
"In post","2021","50-59","Cumbria","685","640","29260","26270"
"In post","2021","50-59","Derbyshire and Nottinghamshire","3880","3610","33020","27570"
"In post","2021","50-59","Devon","2870","2670","32620","27570"
"In post","2021","50-59","Dorset and Somerset","1870","1755","30780","27570"
"In post","2021","50-59","East Anglia","4120","3905","31500","27570"
"In post","2021","50-59","East Wales","5285","4955","34250","28850"
"In post","2021","50-59","East Yorkshire and Northern Lincolnshire","1700","1565","28960","27570"
"In post","2021","50-59","Eastern Scotland","5665","5370","36520","31870"
"In post","2021","50-59","Essex","2015","1875","32660","29290"
"In post","2021","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","7860","7555","40140","37180"
"In post","2021","50-59","Greater Manchester","5735","5390","32120","27570"
"In post","2021","50-59","Hampshire and Isle of Wight","5145","4785","32830","28130"
"In post","2021","50-59","Herefordshire, Worcestershire and Warwickshire","1360","1285","29480","27570"
"In post","2021","50-59","Highlands and Islands","705","670","29630","27570"
"In post","2021","50-59","Inner London - East","4525","4350","43770","36340"
"In post","2021","50-59","Inner London - West","12280","11985","50310","44030"
"In post","2021","50-59","Kent","2715","2540","31060","29290"
"In post","2021","50-59","Lancashire","4900","4490","29840","27570"
"In post","2021","50-59","Leicestershire, Rutland and Northamptonshire","1885","1745","28510","27380"
"In post","2021","50-59","Lincolnshire","1080","1025","28930","27570"
"In post","2021","50-59","Merseyside","5700","5210","30290","27130"
"In post","2021","50-59","North Eastern Scotland","580","555","38660","32700"
"In post","2021","50-59","North Yorkshire","1660","1590","35000","30620"
"In post","2021","50-59","Northern Ireland","1205","1150","29740","26660"
"In post","2021","50-59","Northumberland and Tyne and Wear","6275","5545","29110","25560"
"In post","2021","50-59","Outer London - East and North East","1175","1105","31320","31060"
"In post","2021","50-59","Outer London - South","3600","3445","38680","35050"
"In post","2021","50-59","Outer London - West and North West","2635","2455","34520","31060"
"In post","2021","50-59","Overseas","990","985","53290","52400"
"In post","2021","50-59","Shropshire and Staffordshire","2840","2665","31500","27570"
"In post","2021","50-59","South Yorkshire","2965","2730","32550","27570"
"In post","2021","50-59","Southern Scotland","1920","1735","30170","27570"
"In post","2021","50-59","Surrey, East and West Sussex","2715","2515","31650","28130"
"In post","2021","50-59","Tees Valley and Durham","3060","2780","29520","27570"
"In post","2021","50-59","Unknown","985","960","39020","33570"
"In post","2021","50-59","West Central Scotland","5840","5400","31780","27570"
"In post","2021","50-59","West Midlands","5250","4850","32220","27570"
"In post","2021","50-59","West Wales and The Valleys","4430","4055","30660","27370"
"In post","2021","50-59","West Yorkshire","4765","4425","33840","28430"
"In post","2021","60-64","Bedfordshire and Hertfordshire","410","355","31150","29050"
"In post","2021","60-64","Berkshire, Buckinghamshire and Oxfordshire","855","755","32750","29290"
"In post","2021","60-64","Cheshire","275","230","29460","27570"
"In post","2021","60-64","Cornwall and Isles of Scilly","210","175","26290","26430"
"In post","2021","60-64","Cumbria","185","155","27170","23410"
"In post","2021","60-64","Derbyshire and Nottinghamshire","885","715","30120","27570"
"In post","2021","60-64","Devon","820","680","28740","26460"
"In post","2021","60-64","Dorset and Somerset","575","495","28500","27570"
"In post","2021","60-64","East Anglia","1175","1010","29320","27080"
"In post","2021","60-64","East Wales","1425","1145","31750","27570"
"In post","2021","60-64","East Yorkshire and Northern Lincolnshire","455","370","28800","27570"
"In post","2021","60-64","Eastern Scotland","1510","1230","33140","27570"
"In post","2021","60-64","Essex","535","435","30440","29050"
"In post","2021","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","2040","1755","37800","33840"
"In post","2021","60-64","Greater Manchester","1335","1060","29720","27570"
"In post","2021","60-64","Hampshire and Isle of Wight","1680","1430","30420","27570"
"In post","2021","60-64","Herefordshire, Worcestershire and Warwickshire","330","280","26500","25190"
"In post","2021","60-64","Highlands and Islands","220","190","27650","27570"
"In post","2021","60-64","Inner London - East","1100","975","42050","35310"
"In post","2021","60-64","Inner London - West","2600","2400","46230","39800"
"In post","2021","60-64","Kent","695","575","28980","27370"
"In post","2021","60-64","Lancashire","1155","900","27820","26580"
"In post","2021","60-64","Leicestershire, Rutland and Northamptonshire","545","450","26320","24380"
"In post","2021","60-64","Lincolnshire","345","300","27520","25610"
"In post","2021","60-64","Merseyside","1710","1330","27340","25260"
"In post","2021","60-64","North Eastern Scotland","145","120","35710","27570"
"In post","2021","60-64","North Yorkshire","460","405","31730","26750"
"In post","2021","60-64","Northern Ireland","260","220","26880","22330"
"In post","2021","60-64","Northumberland and Tyne and Wear","2085","1550","25980","21440"
"In post","2021","60-64","Outer London - East and North East","300","240","30280","30780"
"In post","2021","60-64","Outer London - South","860","755","35630","31060"
"In post","2021","60-64","Outer London - West and North West","835","690","33200","30680"
"In post","2021","60-64","Overseas","190","190","56220","54540"
"In post","2021","60-64","Shropshire and Staffordshire","800","665","29100","27570"
"In post","2021","60-64","South Yorkshire","690","525","28190","26780"
"In post","2021","60-64","Southern Scotland","650","495","27290","26120"
"In post","2021","60-64","Surrey, East and West Sussex","865","710","29280","27570"
"In post","2021","60-64","Tees Valley and Durham","780","580","26790","25310"
"In post","2021","60-64","Unknown","260","240","37350","33570"
"In post","2021","60-64","West Central Scotland","1510","1170","29290","26120"
"In post","2021","60-64","West Midlands","1375","1120","30270","27570"
"In post","2021","60-64","West Wales and The Valleys","1405","1065","28420","23830"
"In post","2021","60-64","West Yorkshire","1175","900","30040","27570"
"In post","2021","65+","Bedfordshire and Hertfordshire","130","105","30340","29050"
"In post","2021","65+","Berkshire, Buckinghamshire and Oxfordshire","355","290","31870","27570"
"In post","2021","65+","Cheshire","65","50","28400","27570"
"In post","2021","65+","Cornwall and Isles of Scilly","55","45","25240","22080"
"In post","2021","65+","Cumbria","55","40","28750","26670"
"In post","2021","65+","Derbyshire and Nottinghamshire","235","170","30070","26780"
"In post","2021","65+","Devon","235","170","28280","25780"
"In post","2021","65+","Dorset and Somerset","215","170","28000","27280"
"In post","2021","65+","East Anglia","385","290","28620","26120"
"In post","2021","65+","East Wales","455","330","31770","27160"
"In post","2021","65+","East Yorkshire and Northern Lincolnshire","95","70","26640","26930"
"In post","2021","65+","Eastern Scotland","420","335","32410","27570"
"In post","2021","65+","Essex","180","130","27810","26780"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","685","545","37170","33000"
"In post","2021","65+","Greater Manchester","375","265","28580","26670"
"In post","2021","65+","Hampshire and Isle of Wight","700","540","28450","23050"
"In post","2021","65+","Herefordshire, Worcestershire and Warwickshire","120","100","25630","24560"
"In post","2021","65+","Highlands and Islands","50","40","26650","26530"
"In post","2021","65+","Inner London - East","475","385","39900","31880"
"In post","2021","65+","Inner London - West","865","755","42830","35870"
"In post","2021","65+","Kent","200","155","28390","26850"
"In post","2021","65+","Lancashire","345","250","26430","22350"
"In post","2021","65+","Leicestershire, Rutland and Northamptonshire","125","95","26140","21710"
"In post","2021","65+","Lincolnshire","95","80","25830","22080"
"In post","2021","65+","Merseyside","515","370","26110","21440"
"In post","2021","65+","North Eastern Scotland","40","30","37250","29190"
"In post","2021","65+","North Yorkshire","130","105","28920","25400"
"In post","2021","65+","Northern Ireland","90","70","26780","21430"
"In post","2021","65+","Northumberland and Tyne and Wear","475","335","24200","21440"
"In post","2021","65+","Outer London - East and North East","130","100","28540","25110"
"In post","2021","65+","Outer London - South","385","305","31060","28840"
"In post","2021","65+","Outer London - West and North West","370","280","31500","28870"
"In post","2021","65+","Overseas","25","25","47980","35530"
"In post","2021","65+","Shropshire and Staffordshire","210","165","28480","26670"
"In post","2021","65+","South Yorkshire","180","125","27530","25400"
"In post","2021","65+","Southern Scotland","165","115","25450","24110"
"In post","2021","65+","Surrey, East and West Sussex","310","235","28530","26580"
"In post","2021","65+","Tees Valley and Durham","215","155","25570","21980"
"In post","2021","65+","Unknown","50","45","32230","30630"
"In post","2021","65+","West Central Scotland","395","290","27310","22230"
"In post","2021","65+","West Midlands","350","265","29090","26780"
"In post","2021","65+","West Wales and The Valleys","390","280","27140","22350"
"In post","2021","65+","West Yorkshire","310","225","28950","27570"
"In post","2021","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - West","10","10","45090","34020"
"In post","2021","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","15","15","33450","28480"
"In post","2021","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Eastern Scotland","15","[c]","20960","21080"
"Leaver CS","2021","16-19","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Northumberland and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Bedfordshire and Hertfordshire","75","[c]","25050","24180"
"Leaver CS","2021","20-29","Berkshire, Buckinghamshire and Oxfordshire","155","[c]","22580","21100"
"Leaver CS","2021","20-29","Cheshire","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cornwall and Isles of Scilly","10","[c]","22680","21010"
"Leaver CS","2021","20-29","Cumbria","20","[c]","23950","21050"
"Leaver CS","2021","20-29","Derbyshire and Nottinghamshire","125","[c]","21680","21010"
"Leaver CS","2021","20-29","Devon","95","[c]","22710","21050"
"Leaver CS","2021","20-29","Dorset and Somerset","60","[c]","24350","21800"
"Leaver CS","2021","20-29","East Anglia","145","[c]","22910","21090"
"Leaver CS","2021","20-29","East Wales","240","[c]","23060","21010"
"Leaver CS","2021","20-29","East Yorkshire and Northern Lincolnshire","50","[c]","23290","22350"
"Leaver CS","2021","20-29","Eastern Scotland","140","[c]","24460","22820"
"Leaver CS","2021","20-29","Essex","45","[c]","25070","24180"
"Leaver CS","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","345","[c]","24340","22420"
"Leaver CS","2021","20-29","Greater Manchester","195","[c]","24770","23530"
"Leaver CS","2021","20-29","Hampshire and Isle of Wight","145","[c]","23290","20920"
"Leaver CS","2021","20-29","Herefordshire, Worcestershire and Warwickshire","60","[c]","21320","21010"
"Leaver CS","2021","20-29","Highlands and Islands","10","[c]","23960","22230"
"Leaver CS","2021","20-29","Inner London - East","280","[c]","30600","27520"
"Leaver CS","2021","20-29","Inner London - West","970","[c]","29440","27500"
"Leaver CS","2021","20-29","Kent","100","[c]","20750","17710"
"Leaver CS","2021","20-29","Lancashire","100","[c]","22120","21010"
"Leaver CS","2021","20-29","Leicestershire, Rutland and Northamptonshire","110","[c]","22490","19950"
"Leaver CS","2021","20-29","Lincolnshire","35","[c]","27100","27570"
"Leaver CS","2021","20-29","Merseyside","140","[c]","22240","21430"
"Leaver CS","2021","20-29","North Eastern Scotland","10","[c]","24850","22220"
"Leaver CS","2021","20-29","North Yorkshire","35","[c]","24440","21950"
"Leaver CS","2021","20-29","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northumberland and Tyne and Wear","160","[c]","22440","21010"
"Leaver CS","2021","20-29","Outer London - East and North East","50","[c]","29020","31060"
"Leaver CS","2021","20-29","Outer London - South","95","[c]","28160","27760"
"Leaver CS","2021","20-29","Outer London - West and North West","115","[c]","26530","26000"
"Leaver CS","2021","20-29","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Shropshire and Staffordshire","125","[c]","21240","18880"
"Leaver CS","2021","20-29","South Yorkshire","105","[c]","23530","21010"
"Leaver CS","2021","20-29","Southern Scotland","30","[c]","24650","21710"
"Leaver CS","2021","20-29","Surrey, East and West Sussex","100","[c]","24830","24270"
"Leaver CS","2021","20-29","Tees Valley and Durham","85","[c]","22230","21010"
"Leaver CS","2021","20-29","Unknown","200","[c]","28450","28000"
"Leaver CS","2021","20-29","West Central Scotland","100","[c]","24020","21850"
"Leaver CS","2021","20-29","West Midlands","155","[c]","23970","21010"
"Leaver CS","2021","20-29","West Wales and The Valleys","120","[c]","21800","21590"
"Leaver CS","2021","20-29","West Yorkshire","205","[c]","25120","21010"
"Leaver CS","2021","30-39","Bedfordshire and Hertfordshire","60","[c]","30020","27570"
"Leaver CS","2021","30-39","Berkshire, Buckinghamshire and Oxfordshire","110","[c]","32900","29290"
"Leaver CS","2021","30-39","Cheshire","25","[c]","31340","28800"
"Leaver CS","2021","30-39","Cornwall and Isles of Scilly","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Cumbria","15","[c]","22890","21050"
"Leaver CS","2021","30-39","Derbyshire and Nottinghamshire","90","[c]","25750","23480"
