"Status","Year","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","LGBO","65","65","32680","32000"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","Undeclared","85","80","34630","33300"
"In post","2021","Cabinet Office (excl. agencies)","Outside London","Unknown","1150","1125","45480","36460"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","140","135","41870","35900"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","440","440","34530","32000"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Heterosexual / straight","225","215","33820","29510"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Undeclared","30","30","35290","34330"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","340","325","34520","29750"
"In post","2021","Charity Commission","London","Heterosexual / straight","35","35","42730","37910"
"In post","2021","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Unknown","30","30","42290","37910"
"In post","2021","Charity Commission","Outside London","Heterosexual / straight","195","185","32850","29160"
"In post","2021","Charity Commission","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Unknown","145","140","33940","29540"
"In post","2021","Companies House","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Companies House","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Outside London","Heterosexual / straight","710","655","31940","27460"
"In post","2021","Companies House","Outside London","LGBO","35","35","30770","25460"
"In post","2021","Companies House","Outside London","Undeclared","90","80","30640","25100"
"In post","2021","Companies House","Outside London","Unknown","260","235","27740","22490"
"In post","2021","Competition and Markets Authority","London","Heterosexual / straight","635","615","60050","56360"
"In post","2021","Competition and Markets Authority","London","LGBO","50","50","57990","56110"
"In post","2021","Competition and Markets Authority","London","Undeclared","55","55","60970","58010"
"In post","2021","Competition and Markets Authority","London","Unknown","45","45","74880","72430"
"In post","2021","Competition and Markets Authority","Outside London","Heterosexual / straight","50","50","56700","55860"
"In post","2021","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Heterosexual / straight","190","175","26650","22710"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Outside London","Unknown","70","65","25090","22570"
"In post","2021","Crown Commercial Service","London","Heterosexual / straight","45","45","50030","43280"
"In post","2021","Crown Commercial Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Unknown","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Outside London","Heterosexual / straight","515","495","37690","34800"
"In post","2021","Crown Commercial Service","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","Crown Commercial Service","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Crown Commercial Service","Outside London","Unknown","155","150","32720","28540"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Heterosexual / straight","1735","1610","35150","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","LGBO","75","75","33390","27810"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Undeclared","100","95","39430","34150"
"In post","2021","Crown Office and Procurator Fiscal Service","Outside London","Unknown","110","100","42960","40600"
"In post","2021","Crown Prosecution Service","London","Heterosexual / straight","1205","1145","44690","40000"
"In post","2021","Crown Prosecution Service","London","LGBO","85","80","44810","39750"
"In post","2021","Crown Prosecution Service","London","Undeclared","70","65","45760","50520"
"In post","2021","Crown Prosecution Service","London","Unknown","335","305","43600","35020"
"In post","2021","Crown Prosecution Service","Outside London","Heterosexual / straight","3575","3330","39680","36240"
"In post","2021","Crown Prosecution Service","Outside London","LGBO","170","165","38510","30120"
"In post","2021","Crown Prosecution Service","Outside London","Undeclared","130","120","38590","37890"
"In post","2021","Crown Prosecution Service","Outside London","Unknown","1175","1055","42520","40000"
"In post","2021","Crown Prosecution Service","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Unknown","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Unknown","115","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","135","130","29070","27460"
"In post","2021","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Outside London","Undeclared","295","280","28400","28750"
"In post","2021","Defence Electronics and Components Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Heterosexual / straight","160","155","25850","22070"
"In post","2021","Defence Equipment and Support","London","LGBO","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Undeclared","20","15","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Unknown","15","15","[c]","[c]"
"In post","2021","Defence Equipment and Support","Outside London","Heterosexual / straight","8275","7995","36670","33760"
"In post","2021","Defence Equipment and Support","Outside London","LGBO","270","265","32210","29600"
"In post","2021","Defence Equipment and Support","Outside London","Undeclared","1220","1170","38750","37800"
"In post","2021","Defence Equipment and Support","Outside London","Unknown","695","670","33020","30520"
"In post","2021","Defence Equipment and Support","Overseas","Heterosexual / straight","35","35","42210","41960"
"In post","2021","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","3075","2950","40260","37360"
"In post","2021","Defence Science and Technology Laboratory","Outside London","LGBO","155","150","35140","33240"
"In post","2021","Defence Science and Technology Laboratory","Outside London","Undeclared","315","305","42690","46080"
"In post","2021","Defence Science and Technology Laboratory","Outside London","Unknown","840","810","41140","38060"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","3460","3380","50100","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","425","420","48640","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","475","465","50420","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","540","530","45010","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","315","305","42630","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","30","30","36980","32610"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","45","45","39750","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","1210","1185","49960","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","LGBO","175","175","47160","46110"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Undeclared","100","100","48970","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Unknown","230","225","48640","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","40","40","41130","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","London","Heterosexual / straight","1400","1345","50240","53420"
"In post","2021","Department for Education (excl. agencies)","London","LGBO","140","135","50190","53420"
"In post","2021","Department for Education (excl. agencies)","London","Undeclared","155","155","49500","53420"
"In post","2021","Department for Education (excl. agencies)","London","Unknown","475","455","50010","53420"
"In post","2021","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","2590","2495","41170","36960"
"In post","2021","Department for Education (excl. agencies)","Outside London","LGBO","190","190","38500","36500"
"In post","2021","Department for Education (excl. agencies)","Outside London","Undeclared","255","245","41430","37100"
"In post","2021","Department for Education (excl. agencies)","Outside London","Unknown","480","465","39290","36500"
"In post","2021","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","1620","1575","45310","39770"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","170","165","46370","39910"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","170","165","42450","38750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","530","510","45690","40010"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","2160","2070","40460","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","125","125","38220","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Undeclared","210","200","39510","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","425","400","38980","36520"
"In post","2021","Department for International Trade","London","Heterosexual / straight","1290","1275","45990","39440"
"In post","2021","Department for International Trade","London","LGBO","165","165","45070","38540"
"In post","2021","Department for International Trade","London","Undeclared","125","125","45430","40030"
"In post","2021","Department for International Trade","London","Unknown","740","730","43930","38540"
"In post","2021","Department for International Trade","Outside London","Heterosexual / straight","160","155","44000","42230"
"In post","2021","Department for International Trade","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for International Trade","Outside London","Unknown","35","35","40670","38320"
"In post","2021","Department for International Trade","Overseas","Heterosexual / straight","95","95","57150","55650"
"In post","2021","Department for International Trade","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","Unknown","45","45","54410","51770"
"In post","2021","Department for Transport (excl. agencies)","London","Heterosexual / straight","1980","1935","50030","46710"
"In post","2021","Department for Transport (excl. agencies)","London","LGBO","205","205","47180","43360"
"In post","2021","Department for Transport (excl. agencies)","London","Undeclared","235","230","49440","45680"
"In post","2021","Department for Transport (excl. agencies)","London","Unknown","645","630","43090","37010"
"In post","2021","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","295","280","44200","33350"
"In post","2021","Department for Transport (excl. agencies)","Outside London","LGBO","30","30","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Outside London","Undeclared","45","40","52880","40080"
"In post","2021","Department for Transport (excl. agencies)","Outside London","Unknown","75","75","38580","31870"
"In post","2021","Department for Transport (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","6315","5990","33790","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","London","LGBO","425","410","34890","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","London","Undeclared","765","700","32270","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","London","Unknown","2520","2285","33330","31060"
"In post","2021","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","51810","46480","27150","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","3175","3030","26870","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","6350","5620","26420","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","18690","16065","26250","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","610","575","30200","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","40","40","28860","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","75","70","29690","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","170","150","31850","27570"
"In post","2021","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","865","835","50310","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","London","LGBO","110","110","48310","52990"
"In post","2021","Department of Health and Social Care (excl. agencies)","London","Undeclared","55","50","47520","44690"
"In post","2021","Department of Health and Social Care (excl. agencies)","London","Unknown","1415","1395","47280","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","505","485","44360","41370"
"In post","2021","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","45","40","37970","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","35","35","45310","39420"
"In post","2021","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","490","480","41560","36820"
"In post","2021","Disclosure Scotland","Outside London","Heterosexual / straight","185","170","29580","24910"
"In post","2021","Disclosure Scotland","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Disclosure Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Disclosure Scotland","Outside London","Unknown","100","90","25830","22230"
"In post","2021","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","3825","3445","26840","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Outside London","LGBO","170","160","24760","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Outside London","Undeclared","1550","1280","25030","21590"
"In post","2021","Driver and Vehicle Licensing Agency","Outside London","Unknown","680","605","24680","21590"
"In post","2021","Driver and Vehicle Standards Agency","London","Heterosexual / straight","195","190","32470","30780"
"In post","2021","Driver and Vehicle Standards Agency","London","LGBO","10","10","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","London","Undeclared","85","80","32600","30780"
"In post","2021","Driver and Vehicle Standards Agency","London","Unknown","70","65","31000","30470"
"In post","2021","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","2585","2445","30100","26780"
"In post","2021","Driver and Vehicle Standards Agency","Outside London","LGBO","125","120","29710","26780"
"In post","2021","Driver and Vehicle Standards Agency","Outside London","Undeclared","825","745","29130","26780"
"In post","2021","Driver and Vehicle Standards Agency","Outside London","Unknown","895","865","27870","26580"
"In post","2021","Education and Skills Funding Agency","London","Heterosexual / straight","185","180","49960","53420"
"In post","2021","Education and Skills Funding Agency","London","LGBO","15","15","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","London","Unknown","90","85","50640","50630"
"In post","2021","Education and Skills Funding Agency","Outside London","Heterosexual / straight","1020","985","39800","36780"
"In post","2021","Education and Skills Funding Agency","Outside London","LGBO","55","55","37140","36500"
"In post","2021","Education and Skills Funding Agency","Outside London","Undeclared","85","80","40020","37030"
"In post","2021","Education and Skills Funding Agency","Outside London","Unknown","345","335","41640","37100"
"In post","2021","Education and Skills Funding Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Outside London","Heterosexual / straight","175","170","58600","66290"
"In post","2021","Education Scotland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Education Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Education Scotland","Outside London","Unknown","120","110","52940","52480"
"In post","2021","ESTYN","Outside London","Heterosexual / straight","100","90","58240","74730"
"In post","2021","ESTYN","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","FCDO Services","London","Heterosexual / straight","120","115","49450","45540"
"In post","2021","FCDO Services","London","LGBO","5","5","[c]","[c]"
"In post","2021","FCDO Services","London","Undeclared","15","15","[c]","[c]"
"In post","2021","FCDO Services","London","Unknown","35","30","40070","39090"
"In post","2021","FCDO Services","Outside London","Heterosexual / straight","610","580","38800","34280"
"In post","2021","FCDO Services","Outside London","LGBO","25","25","[c]","[c]"
"In post","2021","FCDO Services","Outside London","Undeclared","55","55","40850","39140"
"In post","2021","FCDO Services","Outside London","Unknown","80","80","39540","40330"
"In post","2021","FCDO Services","Overseas","Heterosexual / straight","90","90","39560","39410"
"In post","2021","FCDO Services","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2021","FCDO Services","Overseas","Unknown","25","25","[c]","[c]"
"In post","2021","Food Standards Agency","London","Heterosexual / straight","320","315","42530","40350"
"In post","2021","Food Standards Agency","London","LGBO","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","London","Undeclared","70","70","42730","40960"
"In post","2021","Food Standards Agency","London","Unknown","55","55","41460","37340"
"In post","2021","Food Standards Agency","Outside London","Heterosexual / straight","535","525","35640","30810"
"In post","2021","Food Standards Agency","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","Undeclared","50","50","35580","30350"
"In post","2021","Food Standards Agency","Outside London","Unknown","235","225","30970","26750"
"In post","2021","Food Standards Scotland","Outside London","Heterosexual / straight","135","135","35960","31690"
"In post","2021","Food Standards Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Food Standards Scotland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Food Standards Scotland","Outside London","Unknown","95","90","33680","30650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","2780","2715","49410","44230"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","200","195","49880","47330"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","325","320","49560","44110"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","785","765","49300","51500"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Heterosexual / straight","830","800","38910","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","LGBO","50","50","36960","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Undeclared","55","50","36590","33790"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","305","300","38260","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Heterosexual / straight","1485","1485","52540","53640"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","LGBO","125","125","51950","53470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Undeclared","205","205","51950","54470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","325","325","54660","55060"
"In post","2021","Forestry and Land Scotland","Outside London","Heterosexual / straight","220","215","34730","34140"
"In post","2021","Forestry and Land Scotland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Forestry and Land Scotland","Outside London","Unknown","750","725","30570","28120"
"In post","2021","Government Actuary's Department","London","Heterosexual / straight","155","150","66860","61760"
"In post","2021","Government Actuary's Department","London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Actuary's Department","London","Undeclared","30","30","62460","53280"
"In post","2021","Government Actuary's Department","London","Unknown","10","10","[c]","[c]"
"In post","2021","Government Actuary's Department","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","London","Heterosexual / straight","150","145","52580","51290"
"In post","2021","Government Internal Audit Agency","London","LGBO","10","10","[c]","[c]"
"In post","2021","Government Internal Audit Agency","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Outside London","Heterosexual / straight","240","230","45730","43670"
"In post","2021","Government Internal Audit Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Outside London","Undeclared","30","30","47170","44590"
"In post","2021","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","London","Heterosexual / straight","1570","1475","53120","51250"
"In post","2021","Government Legal Department","London","LGBO","150","145","53130","51250"
"In post","2021","Government Legal Department","London","Undeclared","165","155","55240","52730"
"In post","2021","Government Legal Department","London","Unknown","550","500","58630","64680"
"In post","2021","Government Legal Department","Outside London","Heterosexual / straight","55","50","56060","54730"
"In post","2021","Government Legal Department","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Government Legal Department","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Government Property Agency","London","Heterosexual / straight","60","60","52350","54700"
"In post","2021","Government Property Agency","London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Property Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","London","Unknown","10","10","[c]","[c]"
"In post","2021","Government Property Agency","Outside London","Heterosexual / straight","95","95","49900","49700"
"In post","2021","Government Property Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Government Property Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Health and Safety Executive","London","Heterosexual / straight","105","100","49110","45380"
"In post","2021","Health and Safety Executive","London","LGBO","10","10","[c]","[c]"
"In post","2021","Health and Safety Executive","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Health and Safety Executive","London","Unknown","15","15","[c]","[c]"
"In post","2021","Health and Safety Executive","Outside London","Heterosexual / straight","1720","1610","42890","40230"
