"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","London","Inner London - West","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","London","Inner London - East","15","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","London","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Crime Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Infrastructure Commission","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Records of Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Records of Scotland","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Savings and Investments","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Savings and Investments","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","National Savings and Investments","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland Office","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Budget Responsibility","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Gas and Electricity Markets","London","Inner London - East","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Gas and Electricity Markets","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Qualifications and Examinations Regulation","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Rail and Road","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Rail and Road","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Rail and Road","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Rail and Road","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of Rail and Road","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of the Public Guardian","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of the Public Guardian","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Office of the Scottish Charity Regulator","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectorate","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Planning Inspectorate","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Public Health England","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Public Health England","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Public Health England","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Public Health England","East of England","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Public Health England","East of England","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Public Health England","London","Inner London - East","25","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Public Health England","London","Inner London - West","[c]","[c]","[c]","[c]"
