"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Analysis","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Education","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Education","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Education","SEO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","HEO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Transport","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","ESTYN","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","ESTYN","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Revenue and Customs","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence","G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence","HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Defence","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Housing, Communities and Local Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Ministry of Justice","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office for Standards in Education","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","EO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","HEO","50","50","30850","30130"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","United Kingdom Statistics Authority","SEO","55","55","37780","37020"
"In post","2021","Declared disabled","Analysis","Wales Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Analysis","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office","G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Education","SEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Department of Health and Social Care","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Commercial","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","ESTYN","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
