"Status","Year","Disability","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","City of Edinburgh","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Coventry","Outside London","30","30","33230","30140"
"In post","2021","Declared disabled","Asian","Croydon","London","150","135","33810","29370"
"In post","2021","Declared disabled","Asian","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derby","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dudley","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ealing","London","35","30","31470","31170"
"In post","2021","Declared disabled","Asian","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Lancashire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Enfield","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Glasgow City","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Greater Manchester North East","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Greater Manchester North West","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Greater Manchester South East","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Greater Manchester South West","Outside London","35","35","27810","24890"
"In post","2021","Declared disabled","Asian","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Hackney and Newham","London","90","80","30300","31060"
"In post","2021","Declared disabled","Asian","Haringey and Islington","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Harrow and Hillingdon","London","130","115","30570","29970"
"In post","2021","Declared disabled","Asian","Hartlepool and Stockton-on-Tees","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Hertfordshire","Outside London","40","40","32780","29290"
"In post","2021","Declared disabled","Asian","Hounslow and Richmond upon Thames","London","60","55","30520","29080"
"In post","2021","Declared disabled","Asian","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Kensington & Chelsea and Hammersmith & Fulham","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lambeth","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Leeds","Outside London","80","75","30550","27570"
"In post","2021","Declared disabled","Asian","Leicester","Outside London","100","85","23650","21440"
"In post","2021","Declared disabled","Asian","Leicestershire CC and Rutland","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lewisham and Southwark","London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Liverpool","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Luton","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Manchester","Outside London","60","55","29280","27570"
"In post","2021","Declared disabled","Asian","Medway","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Merton, Kingston upon Thames and Sutton","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Mid Lancashire","Outside London","65","55","24510","21010"
"In post","2021","Declared disabled","Asian","Milton Keynes","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Nottingham","Outside London","50","45","32190","31810"
"In post","2021","Declared disabled","Asian","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Peterborough","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Redbridge and Waltham Forest","London","50","40","28480","30180"
"In post","2021","Declared disabled","Asian","Sandwell","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Sheffield","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Solihull","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Teesside","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Southampton","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Staffordshire CC","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Telford and Wrekin","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tower Hamlets","London","80","75","41770","36690"
"In post","2021","Declared disabled","Asian","Tyneside","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Walsall","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wandsworth","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Warwickshire","Outside London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Essex","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Westminster","London","480","460","41580","36650"
"In post","2021","Declared disabled","Asian","Wiltshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wolverhampton","Outside London","35","30","24360","21440"
"In post","2021","Declared disabled","Asian","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Barking & Dagenham and Havering","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Barnet","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Berkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Bexley and Greenwich","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Birmingham","Outside London","110","100","27990","27570"
"In post","2021","Declared disabled","Black","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Brent","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bristol, City of","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Bromley","London","15","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Buckinghamshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Caithness and Sutherland and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Calderdale and Kirklees","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Cambridgeshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Camden and City of London","London","50","45","27670","24880"
"In post","2021","Declared disabled","Black","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Central Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Coventry","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Croydon","London","155","145","33450","29570"
"In post","2021","Declared disabled","Black","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Derby","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dorset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Ealing","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","East Surrey","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Enfield","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Essex Thames Gateway","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Greater Manchester South West","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Hackney and Newham","London","95","90","29590","30330"
"In post","2021","Declared disabled","Black","Haringey and Islington","London","50","45","31310","31060"
"In post","2021","Declared disabled","Black","Harrow and Hillingdon","London","35","35","29250","28990"
"In post","2021","Declared disabled","Black","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Hertfordshire","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Hounslow and Richmond upon Thames","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Kensington & Chelsea and Hammersmith & Fulham","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lambeth","London","45","45","32620","31060"
"In post","2021","Declared disabled","Black","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Leeds","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Black","Leicester","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lewisham and Southwark","London","60","60","30740","31060"
"In post","2021","Declared disabled","Black","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Luton","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Manchester","Outside London","30","30","30190","27570"
"In post","2021","Declared disabled","Black","Medway","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Merton, Kingston upon Thames and Sutton","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
